trackName,lyric_line,lyric_full
第61分鐘,"['倒數四三二一 鬧鐘沒有響', '世界末日沒有來 我們都一樣', '不如放一天假 心情特別亮', '呼朋引伴在身旁 快樂最高檔', '第六十一分鐘 煩惱都拋下', '愛夠份量 就不怕冷場']",倒數四三二一鬧鐘沒有響世界末日沒有來我們都一樣不如放一天假心情特別亮呼朋引伴在身旁快樂最高檔第六十一分鐘煩惱都拋下愛夠份量就不怕冷場
愛我喊出來,"['別猜 愛因斯坦的想法', '腦袋 偶爾讓它不聽話', '身體 不聽使喚想去哪', '別怕 我有一顆強心臟', '沒有什麼不奇怪', '沒有什麼不能愛', '放肆一下更好玩', '快樂很簡單', '今天暫時不裝乖', '有一點壞更可愛', '把全世界翻過來', '不愛不散', '越舞越痛快', '愛我喊出來', '快承認 心動是自然反射', '快轉發 全人類你最獨特', '邀請你 享受我愛的特權', '今天起你最寶貝', '越舞越痛快', '愛我喊出來']",別猜愛因斯坦的想法腦袋偶爾讓它不聽話身體不聽使喚想去哪別怕我有一顆強心臟沒有什麼不奇怪沒有什麼不能愛放肆一下更好玩快樂很簡單今天暫時不裝乖有一點壞更可愛把全世界翻過來不愛不散越舞越痛快愛我喊出來快承認心動是自然反射快轉發全人類你最獨特邀請你享受我愛的特權今天起你最寶貝越舞越痛快愛我喊出來
麥克瘋之王(羅志祥&麥克瘋),"['麥克瘋', '雙層純牛肉', '獨特醬料加生菜', '吉事洋蔥酸黃瓜', '芝麻麵包蓋上去', '我就是愛大麥克', '我就是愛大麥克', '雙層純牛肉', '獨特醬料加生菜', '吉事洋蔥酸黃瓜', '芝麻麵包蓋上去', '我就是愛大麥克', '我就是愛大麥克']",麥克瘋雙層純牛肉獨特醬料加生菜吉事洋蔥酸黃瓜芝麻麵包蓋上去我就是愛大麥克我就是愛大麥克雙層純牛肉獨特醬料加生菜吉事洋蔥酸黃瓜芝麻麵包蓋上去我就是愛大麥克我就是愛大麥克
舞極限(2012全新單曲 ),"['當全世界 全淪陷於壁壘', '我扛旗 努力揮', '讓煙硝味 全消弭於音樂', '無所謂 誰贏誰', '把拒馬撤掉 高牆推倒', '給敵意機會 去插上玫瑰', '這歌以舞為名 為愛 而跳', '讓身體舞極限 一燒 再燒', '這歌以舞為名 我當然要', '向愛我的你 獻上最敬禮', '舞極限跳躍', '當我舞步已臣服於疲憊', '我不累 我是鬼', '就算此刻我仍不完美', '到明天 誰怕誰', '把鞋帶綁牢 舞台架好', '給舞曲機會 去寵愛汗水', '這歌以舞為名 為愛 而跳', '讓身體舞極限 一燒 再燒', '這歌以舞為名 我當然要', '向愛我的你 獻上最敬禮', '舞極限跳躍', '這歌以舞為名 為愛 而跳', '讓身體舞極限 一燒 再燒', '這歌以舞為名 我當然要', '向愛我的你 獻上最敬禮', '這歌以舞為名 為愛 而跳', '讓身體舞極限 一燒 再燒', '這歌以舞為名 我當然要', '向愛我的你 獻上最敬禮', '這歌以舞為名 為愛 而跳', '讓身體舞極限 一燒 再燒', '這歌以舞為名 我當然要', '向愛我的你 獻上最敬禮', '以舞為榮耀']",當全世界全淪陷於壁壘我扛旗努力揮讓煙硝味全消弭於音樂無所謂誰贏誰把拒馬撤掉高牆推倒給敵意機會去插上玫瑰這歌以舞為名為愛而跳讓身體舞極限一燒再燒這歌以舞為名我當然要向愛我的你獻上最敬禮舞極限跳躍當我舞步已臣服於疲憊我不累我是鬼就算此刻我仍不完美到明天誰怕誰把鞋帶綁牢舞台架好給舞曲機會去寵愛汗水這歌以舞為名為愛而跳讓身體舞極限一燒再燒這歌以舞為名我當然要向愛我的你獻上最敬禮舞極限跳躍這歌以舞為名為愛而跳讓身體舞極限一燒再燒這歌以舞為名我當然要向愛我的你獻上最敬禮這歌以舞為名為愛而跳讓身體舞極限一燒再燒這歌以舞為名我當然要向愛我的你獻上最敬禮這歌以舞為名為愛而跳讓身體舞極限一燒再燒這歌以舞為名我當然要向愛我的你獻上最敬禮以舞為榮耀
鬧翻天(2012全新單曲 ),"['慢了就不精采', '合個照 喀嚓喀嚓', '不用困擾跟我跳', '就是要鬧翻天停不了', '不准你喵喵像病貓', '一眼就能記住我名號', '能躲在牆角陪你哭出來 (哭出來)', '能讓你聽著我的心跳睡個好覺', '就算月色被夜色擋掉 (色擋掉)', '眼睛的光能一樣陪你跳躍', '聽不到 嘰嘰喳喳 不用誰管教', '就是要鬧翻天停不了', '不准你喵喵像病貓', '一眼就能記住我名號', '我的愛停不下來', '一眼就能記住我名號']",慢了就不精采合個照喀嚓喀嚓不用困擾跟我跳就是要鬧翻天停不了不准你喵喵像病貓一眼就能記住我名號能躲在牆角陪你哭出來(哭出來)能讓你聽著我的心跳睡個好覺就算月色被夜色擋掉(色擋掉)眼睛的光能一樣陪你跳躍聽不到嘰嘰喳喳不用誰管教就是要鬧翻天停不了不准你喵喵像病貓一眼就能記住我名號我的愛停不下來一眼就能記住我名號
一支獨秀,"['＊愛 愛愛愛 準備大顯身手', '愛 愛愛愛 看我一支獨秀', '愛 愛愛愛＊', '我掙脫 緊箍咒 踩上好漢坡', '避風頭 偷練功 就等這一刻', '讓喉嚨 吼一吼 衝破你耳膜', '此刻你聽到節奏是我的脈搏', '＃這世界冷颼颼 單調的像碗粥', '勝者為王敗為寇', '想熬出頭混不得', '閉上眼 握拳頭 機會你要掌握', '我不再做某某某 要你記住我＃', '求菩薩 拜碼頭 就等這一刻', '血液裡 燃燒著 像洪水猛獸', '你是否 也感受 胸口那把火', '歡迎跟我切磋切磋 或幫我加油', '招式看來簡陋 卻能拳拳到肉', '真功夫當作獻醜', '談笑之間別苗頭', '風一般的動作', '肯定獨步宇宙', '我有把握 跟著我', '能獨佔鰲頭']",＊愛愛愛愛準備大顯身手愛愛愛愛看我一支獨秀愛愛愛愛＊我掙脫緊箍咒踩上好漢坡避風頭偷練功就等這一刻讓喉嚨吼一吼衝破你耳膜此刻你聽到節奏是我的脈搏＃這世界冷颼颼單調的像碗粥勝者為王敗為寇想熬出頭混不得閉上眼握拳頭機會你要掌握我不再做某某某要你記住我＃求菩薩拜碼頭就等這一刻血液裡燃燒著像洪水猛獸你是否也感受胸口那把火歡迎跟我切磋切磋或幫我加油招式看來簡陋卻能拳拳到肉真功夫當作獻醜談笑之間別苗頭風一般的動作肯定獨步宇宙我有把握跟著我能獨佔鰲頭
撐腰,"['你在愛情跌倒 回家讓你撒嬌', '戀愛之道 快找哥兒們討教', '萬一你又出包 有我幫你罩', '女人聚會 男人要自我保護', '暗箭有無數 絕對不能認輸', '有天大的本事 比不過低腰短褲', '要團結 抗外侮 拿出男人硬態度', '你在愛情跌倒 回家讓你撒嬌', '戀愛之道 快找哥兒們討教', '萬一你又出包 有我幫你罩', '男人聚會 女賓自重請止步', '千古風流人物 義結金蘭一同闖世俗', '英雄關 美人哭 兄弟情誼不能吐', '義氣就是爆料 我們肝膽相照', '胡鬧瞎搞 跟哥們一起鬧', '捍衛男人榮耀 麻煩我來罩', '你在愛情跌倒 回家讓你撒嬌', '戀愛之道 快找哥兒們討教', '萬一你又出包 有我幫你罩']",你在愛情跌倒回家讓你撒嬌戀愛之道快找哥兒們討教萬一你又出包有我幫你罩女人聚會男人要自我保護暗箭有無數絕對不能認輸有天大的本事比不過低腰短褲要團結抗外侮拿出男人硬態度你在愛情跌倒回家讓你撒嬌戀愛之道快找哥兒們討教萬一你又出包有我幫你罩男人聚會女賓自重請止步千古風流人物義結金蘭一同闖世俗英雄關美人哭兄弟情誼不能吐義氣就是爆料我們肝膽相照胡鬧瞎搞跟哥們一起鬧捍衛男人榮耀麻煩我來罩你在愛情跌倒回家讓你撒嬌戀愛之道快找哥兒們討教萬一你又出包有我幫你罩
一萬零一夜,"['演唱會【舞法舞天之一萬零一夜安可場】主題曲', '不到狂熱頂點不停歇', '奉獻出 愛誓言 愛經典', '睜著眼說瞎話的那麼明顯', '偏偏你委屈自己封印自己真實的臉', '那一些肆無忌憚不知檢點', '求求你拯救自己勇敢自己挑戰極限', '﹡是節奏 著了魔 快跳動還等什麼', '是脈搏 在騷動 快給我激情點頭', '讓欲望 去放縱 飛舞著快樂雙手', '你和我 就聯手 魔幻了整個宇宙', '會不會覺得身上枷鎖太多', '試一次不顧形象不顧完美解放自我', '那一些蜚語流言道聽塗說', '拜託你昂首獨步無聊的話當耳邊風']",演唱會【舞法舞天之一萬零一夜安可場】主題曲不到狂熱頂點不停歇奉獻出愛誓言愛經典睜著眼說瞎話的那麼明顯偏偏你委屈自己封印自己真實的臉那一些肆無忌憚不知檢點求求你拯救自己勇敢自己挑戰極限﹡是節奏著了魔快跳動還等什麼是脈搏在騷動快給我激情點頭讓欲望去放縱飛舞著快樂雙手你和我就聯手魔幻了整個宇宙會不會覺得身上枷鎖太多試一次不顧形象不顧完美解放自我那一些蜚語流言道聽塗說拜託你昂首獨步無聊的話當耳邊風
獨一無二 Only You,"['妳的快樂 全都是我的對策 越拿妳沒輒 越要妳見識我的獨特', '妳想學衝浪 陪妳曬成炭', '還沒說要閃 絕對不想買單', '想熱鬧晚餐 我用力幫妳揪團', '擋 擋 擋不住 愛慘了才酷', '關 關 關不住 全天候的服務', '藏 藏 藏不住 想霸佔的企圖', '攔 攔 攔不住 中毒', '天乾物燥 小心 我愛的火燭', '要妳快樂 全都是我的政策 誰拿我沒輒 我偏要給妳我的獨特', '妳說妳怕胖 陪妳不吃飯', '妳流一滴汗 我變出遮陽傘', '不想出去玩 我兄弟暫時解散', '擋 擋 擋不住 愛慘了才酷', '關 關 關不住 全天候的服務', '藏 藏 藏不住 想霸佔的企圖', '攔 攔 攔不住 中毒', '天乾物燥 小心 我愛的火燭', '管他現在的我和我到底像不像', '要妳獨自欣賞(我要妳獨自欣賞)', '擋 擋 擋不住 愛慘了才酷', '關 關 關不住 全天候的服務', '藏 藏 藏不住 想霸佔的企圖', '攔 攔 攔不住 中毒', '天乾物燥 小心 我愛的火燭']",妳的快樂全都是我的對策越拿妳沒輒越要妳見識我的獨特妳想學衝浪陪妳曬成炭還沒說要閃絕對不想買單想熱鬧晚餐我用力幫妳揪團擋擋擋不住愛慘了才酷關關關不住全天候的服務藏藏藏不住想霸佔的企圖攔攔攔不住中毒天乾物燥小心我愛的火燭要妳快樂全都是我的政策誰拿我沒輒我偏要給妳我的獨特妳說妳怕胖陪妳不吃飯妳流一滴汗我變出遮陽傘不想出去玩我兄弟暫時解散擋擋擋不住愛慘了才酷關關關不住全天候的服務藏藏藏不住想霸佔的企圖攔攔攔不住中毒天乾物燥小心我愛的火燭管他現在的我和我到底像不像要妳獨自欣賞(我要妳獨自欣賞)擋擋擋不住愛慘了才酷關關關不住全天候的服務藏藏藏不住想霸佔的企圖攔攔攔不住中毒天乾物燥小心我愛的火燭
全城熱愛,"['何必要把愛隱形藏起來', '快樂狂飆跟低調說掰掰', '科技體感沒有發明 真愛', '全心打開 熱情都跳出來', '＊燃燒愛 寂寞就不在 感覺對就快表白', '心動起來 不怕末日到來', '感受 擁抱每份愛 別在螢幕前發呆', '全城舞動 跳動這精彩', '就要活的自在 全城熱愛起來', '愛～ 愛 愛～ 愛 愛愛愛', '愛～ 愛 愛～ 愛 愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛', '追求快樂就是一種潮牌', '是單身或閃光族都不賴', '世界也沒有你想像的壞', '燃燒愛 寂寞就不在 感覺對就快表白', '心動起來 不怕末日到來', '感受 擁抱每份愛 別在螢幕前發呆', '全城舞動 跳動這精彩', '就要活的自在 全城熱愛起來', '愛～ 愛 愛～ 愛 愛愛愛', '愛～ 愛 愛～ 愛 愛愛愛', '愛～ (喔嗚喔)愛 愛～ (喔嗚喔)愛 愛愛愛', '愛～ (喔嗚喔)愛 愛～ (喔嗚喔)愛 愛愛愛愛愛愛']",何必要把愛隱形藏起來快樂狂飆跟低調說掰掰科技體感沒有發明真愛全心打開熱情都跳出來＊燃燒愛寂寞就不在感覺對就快表白心動起來不怕末日到來感受擁抱每份愛別在螢幕前發呆全城舞動跳動這精彩就要活的自在全城熱愛起來愛～愛愛～愛愛愛愛愛～愛愛～愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛追求快樂就是一種潮牌是單身或閃光族都不賴世界也沒有你想像的壞燃燒愛寂寞就不在感覺對就快表白心動起來不怕末日到來感受擁抱每份愛別在螢幕前發呆全城舞動跳動這精彩就要活的自在全城熱愛起來愛～愛愛～愛愛愛愛愛～愛愛～愛愛愛愛愛～(喔嗚喔)愛愛～(喔嗚喔)愛愛愛愛愛～(喔嗚喔)愛愛～(喔嗚喔)愛愛愛愛愛愛愛
幸福囉,"['衣服配件為了我搭 短裙熱褲全都封箱', '姊妹熱線 三分鐘就掰啦', '崇拜眼神 專屬我的獨家', '瞞著我準備愛獨特的甜點', '滿足我男人自尊讚美掛嘴邊', '你怎麼能夠做得到 永遠是我第一優先', '讓我不自覺就淪陷', '從此 幸福排行榜 都在報導我', '從此每個人改叫我幸福羅', '妳主編我的生活 創造了潮流 刷新 我每個幽默', '從此幸福排行榜 為你幸福囉', '你用笑容炫燿寵愛你的我', '眼淚為感動而流 登上衛冕者寶座']",衣服配件為了我搭短裙熱褲全都封箱姊妹熱線三分鐘就掰啦崇拜眼神專屬我的獨家瞞著我準備愛獨特的甜點滿足我男人自尊讚美掛嘴邊你怎麼能夠做得到永遠是我第一優先讓我不自覺就淪陷從此幸福排行榜都在報導我從此每個人改叫我幸福羅妳主編我的生活創造了潮流刷新我每個幽默從此幸福排行榜為你幸福囉你用笑容炫燿寵愛你的我眼淚為感動而流登上衛冕者寶座
愛的主場秀,"['氣溫太躁動 難過', '競技場裡 觀眾太多', '歡聲 雷動 等愛被轉播', '誰在挺我 快說 來點掌聲 也不為過', '我想 打動 妳的心裡頭', '第一回合敲鐘 紅色布幕 揚動', '我和妳站兩頭 等等看是誰先主動', '給我一點笑容 骨子裡的衝動', '愛的主場秀 鬥智也鬥勇', '妳也有手偏偏要牽不牽吊人胃口', '別ㄍ一ㄥ那麼久 告白不必等壓軸', '我不介意 像這種小事交給我做', '氣溫太躁動 難過', '競技場裡 觀眾太多', '歡聲 雷動 等愛被轉播', '誰在挺我 快說 來點掌聲 也不為過', '我想 打動 妳的心裡頭', '第二回合敲鐘 紅色布幕揚動', '妳試探性接受 我眼神發出的電波', '我沒有說什麼 是妳在想什麼', '愛的主場秀 鬥智也鬥勇', '妳臉紅紅還說 天氣太熱 明明害羞', '能攻能守 預告你的心將屬於我', '(愛的主場秀 必勝的念頭 我越戰越勇)', '贏到妳的心 獨一無二', '(愛的主場秀 想和你交手 延長幾回合)', '我用盡絕活', '愛的主場秀 鬥智也鬥勇', '你也有手偏偏要牽不牽吊人胃口', '別ㄍ一ㄥ 那麼久 告白不必等壓軸', '我不介意 像這種小事交給我做', '愛的主場秀 鬥智也鬥勇', '你臉紅紅 還說天氣太熱 明明害羞', '能攻能守 預告你的心 將屬於我']",氣溫太躁動難過競技場裡觀眾太多歡聲雷動等愛被轉播誰在挺我快說來點掌聲也不為過我想打動妳的心裡頭第一回合敲鐘紅色布幕揚動我和妳站兩頭等等看是誰先主動給我一點笑容骨子裡的衝動愛的主場秀鬥智也鬥勇妳也有手偏偏要牽不牽吊人胃口別ㄍ一ㄥ那麼久告白不必等壓軸我不介意像這種小事交給我做氣溫太躁動難過競技場裡觀眾太多歡聲雷動等愛被轉播誰在挺我快說來點掌聲也不為過我想打動妳的心裡頭第二回合敲鐘紅色布幕揚動妳試探性接受我眼神發出的電波我沒有說什麼是妳在想什麼愛的主場秀鬥智也鬥勇妳臉紅紅還說天氣太熱明明害羞能攻能守預告你的心將屬於我(愛的主場秀必勝的念頭我越戰越勇)贏到妳的心獨一無二(愛的主場秀想和你交手延長幾回合)我用盡絕活愛的主場秀鬥智也鬥勇你也有手偏偏要牽不牽吊人胃口別ㄍ一ㄥ那麼久告白不必等壓軸我不介意像這種小事交給我做愛的主場秀鬥智也鬥勇你臉紅紅還說天氣太熱明明害羞能攻能守預告你的心將屬於我
愛瘋頭,"['你想逛逛月球', '101 夠不夠', '我背你上頂樓', '赴湯蹈火 我為你做', '每天頂級面膜', '給你香檳漱口', '上流般的生活', '赴湯蹈火 我為你做', '海派的天空讓你盡情揮霍', '為你愛瘋頭到走火入魔 喔噢', '海派的生活讓你盡情享受', '為你愛瘋頭快流浪街頭', '海派 海派 哎呀呀呀', '你想看煙火', '我拉炮拉到耳聾', '３Ｄ現場效果', '赴湯蹈火 我為你做', '海派的天空讓你盡情揮霍', '為你愛瘋頭到走火入魔 喔噢', '海派的生活讓你盡情享受', '為你愛瘋頭快流浪街頭', '海派 海派呀呀呀呀～～', '海派 海派 海派呀呀呀呀～～', '你要相信 我的用心', '海派的天空 讓你盡情揮霍', '為你愛瘋狂到走火入魔 喔噢', '海派的生活 讓你盡情享受', '為你愛瘋頭快流浪街頭', '海派 海派', '哎呀呀呀呀呀呀呀']",你想逛逛月球101夠不夠我背你上頂樓赴湯蹈火我為你做每天頂級面膜給你香檳漱口上流般的生活赴湯蹈火我為你做海派的天空讓你盡情揮霍為你愛瘋頭到走火入魔喔噢海派的生活讓你盡情享受為你愛瘋頭快流浪街頭海派海派哎呀呀呀你想看煙火我拉炮拉到耳聾３Ｄ現場效果赴湯蹈火我為你做海派的天空讓你盡情揮霍為你愛瘋頭到走火入魔喔噢海派的生活讓你盡情享受為你愛瘋頭快流浪街頭海派海派呀呀呀呀～～海派海派海派呀呀呀呀～～你要相信我的用心海派的天空讓你盡情揮霍為你愛瘋狂到走火入魔喔噢海派的生活讓你盡情享受為你愛瘋頭快流浪街頭海派海派哎呀呀呀呀呀呀呀
有我在,"['當黑暗席捲而來 這世界好像已被寂寞深埋', '就連作夢都崩壞 我也會拼了命忍耐 為你存在', '愛讓我們義無反顧扮演了硬派', '也讓我們歇斯底里變成了病態', '或許我們 始終都沒有明白 愛只要瞬間精采', '別怕天塌下來 別怕剩下空白 你的世界有我在', '我們被思念主宰 總是手放不開而心被眼淚出賣', '誰能說不愛就不愛 最想念的那個人為什麼已不在', '愛讓我們義無反顧扮演了硬派', '也讓我們歇斯底里變成了病態', '或許我們始終都沒有明白 愛只要瞬間精采', '別怕天塌下來 別怕剩下空白 你的世界有我在', '別怕天塌下來 別怕剩下空白 你的世界有我在']",當黑暗席捲而來這世界好像已被寂寞深埋就連作夢都崩壞我也會拼了命忍耐為你存在愛讓我們義無反顧扮演了硬派也讓我們歇斯底里變成了病態或許我們始終都沒有明白愛只要瞬間精采別怕天塌下來別怕剩下空白你的世界有我在我們被思念主宰總是手放不開而心被眼淚出賣誰能說不愛就不愛最想念的那個人為什麼已不在愛讓我們義無反顧扮演了硬派也讓我們歇斯底里變成了病態或許我們始終都沒有明白愛只要瞬間精采別怕天塌下來別怕剩下空白你的世界有我在別怕天塌下來別怕剩下空白你的世界有我在
箇中強手(Hot Shot),"['無聊的生活 你還想過多久', '鬥志被埋沒 別怪罪都是懶惰', '汗要飆出火 成敗就這一刻', '要點燃熱血 跟兄弟併肩戰鬥', '我們 只拼到底', '不信 失敗有理', '打下 一個傳奇', '要你跟我一起', '就打破規則', '出手 就知有沒有', '箇中強手 那將是我', '有膽成英雄', '巔峰 不過是開頭', '心裡的節奏 就要衝出喉嚨', '現在倒數秒鐘 你跟我一起加油', '成功的顏色 讓別人看不透', '就掀起潮流 要世界跟隨 我', '我們 只拼到底', '不信 失敗有理', '打下 一個傳奇', '要你跟我一起', '就打破規則', '出手 就知有沒有', '箇中強手 那將是我', '有膽成英雄', '巔峰 不過是開頭', '懷疑 不會是我的座右銘', '自己 超越每個自己', '就打破規則', '出手 就知有沒有', '箇中強手 那將是我', '有膽成英雄', '巔峰 不過是開頭', '就打破規則', '出手 就知有沒有', '箇中強手 那將是我', '有膽成英雄', '巔峰 不過是開頭']",無聊的生活你還想過多久鬥志被埋沒別怪罪都是懶惰汗要飆出火成敗就這一刻要點燃熱血跟兄弟併肩戰鬥我們只拼到底不信失敗有理打下一個傳奇要你跟我一起就打破規則出手就知有沒有箇中強手那將是我有膽成英雄巔峰不過是開頭心裡的節奏就要衝出喉嚨現在倒數秒鐘你跟我一起加油成功的顏色讓別人看不透就掀起潮流要世界跟隨我我們只拼到底不信失敗有理打下一個傳奇要你跟我一起就打破規則出手就知有沒有箇中強手那將是我有膽成英雄巔峰不過是開頭懷疑不會是我的座右銘自己超越每個自己就打破規則出手就知有沒有箇中強手那將是我有膽成英雄巔峰不過是開頭就打破規則出手就知有沒有箇中強手那將是我有膽成英雄巔峰不過是開頭
當我們宅一塊,"['＊愛過來 當我們宅一塊', '就算沒有豪宅 屋屋屋屋 滿滿愛', '親過來 讓我們宅一塊', '跟你窩著棉被浪漫過冬', '幸福的宅＊', '就是你無理取鬧的可愛姿態(吼)', '每天我的心臟都快跳出來(撲通)', '不知你有沒有感受我的眼神煞到愛', '完美型男遇上可愛宅女就被打敗', '搞不懂你還教會狗狗12連拍(喀嚓)', '你說你的生活拒絕無賴跟耍賴', '只想找個真愛 真愛', '＃如果你期待愛', '生活愉快跟我幸福百分百', '我也可以很宅 就為了愛', '你別大驚小怪 快把愛說出來＃', '請你別再懷疑我的心意', '我只想要跟你宅一起做什麼都可以', '把我的愛放在你心底', '跟我愛一起', '跟我宅一起', '給你秀秀 不要扭扭捏捏', '給你秀秀 害羞拿去消滅']",＊愛過來當我們宅一塊就算沒有豪宅屋屋屋屋滿滿愛親過來讓我們宅一塊跟你窩著棉被浪漫過冬幸福的宅＊就是你無理取鬧的可愛姿態(吼)每天我的心臟都快跳出來(撲通)不知你有沒有感受我的眼神煞到愛完美型男遇上可愛宅女就被打敗搞不懂你還教會狗狗12連拍(喀嚓)你說你的生活拒絕無賴跟耍賴只想找個真愛真愛＃如果你期待愛生活愉快跟我幸福百分百我也可以很宅就為了愛你別大驚小怪快把愛說出來＃請你別再懷疑我的心意我只想要跟你宅一起做什麼都可以把我的愛放在你心底跟我愛一起跟我宅一起給你秀秀不要扭扭捏捏給你秀秀害羞拿去消滅
潮男正傳,"['老媽說 我像隻蜈蚣', '只有兩隻腳 鞋都嫌不夠 哪雙限量 家裡通通有', '叫朋友幫我插隊 幫我關說', '還好交情夠 搶到第一手', '潮男出手 怎麼做 丟丟丟', '丟什麼？ 該丟的通通得丟', '球鞋開了口 快放生 做功德', '男人味 如果沒有潮流 不夠格', '男人愛美活著才夠厲害', '潮男出門接受大家膜拜', '聽說英雄 自古都愛美色 那是要說 以身作則 你 懂了沒有？', '潮男出手 怎麼做 有有有', '有什麼？ 不該有的不要有', '頭髮不能油 大肚腩 快點瘦', '男人味 標準已經不同 別出糗']",老媽說我像隻蜈蚣只有兩隻腳鞋都嫌不夠哪雙限量家裡通通有叫朋友幫我插隊幫我關說還好交情夠搶到第一手潮男出手怎麼做丟丟丟丟什麼？該丟的通通得丟球鞋開了口快放生做功德男人味如果沒有潮流不夠格男人愛美活著才夠厲害潮男出門接受大家膜拜聽說英雄自古都愛美色那是要說以身作則你懂了沒有？潮男出手怎麼做有有有有什麼？不該有的不要有頭髮不能油大肚腩快點瘦男人味標準已經不同別出糗
我秀故我在,"['沒自信 沒有型 搞不定 無限的未來 誰說不行', '行動力 是奇蹟 錯過就 來不及 看我的 神來一筆', '沒自信 沒有型 搞不定 無限的未來 誰說不行']",沒自信沒有型搞不定無限的未來誰說不行行動力是奇蹟錯過就來不及看我的神來一筆沒自信沒有型搞不定無限的未來誰說不行
WOW!,"['羅志祥 & 蕭亞軒', '大可不必搖頭晃腦 出怪招', '為了讓我微笑拼命想討好', '管它什麼潮流當道', '眉一挑等閒之輩不要再打擾', '不奇怪 心跳會多了一拍', '不意外 為了我瘋狂失態', '為我站起來', '愛就要炫耀 裝害臊太沒禮貌', '誰怕 誰怕誰 感覺不對 別來鬧', '愛就要咆哮 憋在心裡誰知道', '剛剛好 像一杯飲料', '有一點氣泡 刺激你頭腦幫你早一點開竅', '偶爾不走在軌道 是我的調調', '別期待 快樂會不請自來', '別搖擺 你心動看得出來', '誰越活越倒退 讚美都學不會', '當媽咪的寶貝 戀愛還要報備', '愛沒有對不對 追追追 追一回', '不必太多防衛 我的熱情別浪費', '愛就要炫耀 裝害臊太沒禮貌', '誰怕 誰怕誰 感覺不對 別來鬧', '愛就要咆哮 憋在心裡誰知道', '誰說我不心動 心跳大得快聾', '只是太多小丑 擋著你看不到我', '好幾天不能睡 草稿打了八百回', '為了這一刻我天天熬夜拚命演練', '偷拍你的照片 貼在手機桌面', '故意騎著小折聽音樂經過你面前', '是你要我出手 嚇到你怪不得我', '你的喜怒哀樂春夏秋冬都讓我接手']",羅志祥&蕭亞軒大可不必搖頭晃腦出怪招為了讓我微笑拼命想討好管它什麼潮流當道眉一挑等閒之輩不要再打擾不奇怪心跳會多了一拍不意外為了我瘋狂失態為我站起來愛就要炫耀裝害臊太沒禮貌誰怕誰怕誰感覺不對別來鬧愛就要咆哮憋在心裡誰知道剛剛好像一杯飲料有一點氣泡刺激你頭腦幫你早一點開竅偶爾不走在軌道是我的調調別期待快樂會不請自來別搖擺你心動看得出來誰越活越倒退讚美都學不會當媽咪的寶貝戀愛還要報備愛沒有對不對追追追追一回不必太多防衛我的熱情別浪費愛就要炫耀裝害臊太沒禮貌誰怕誰怕誰感覺不對別來鬧愛就要咆哮憋在心裡誰知道誰說我不心動心跳大得快聾只是太多小丑擋著你看不到我好幾天不能睡草稿打了八百回為了這一刻我天天熬夜拚命演練偷拍你的照片貼在手機桌面故意騎著小折聽音樂經過你面前是你要我出手嚇到你怪不得我你的喜怒哀樂春夏秋冬都讓我接手
愛走秀,"['逛精品店也可以逛潮牌 就像我對你的愛', '多方位萬能發展 飛簷走壁很抱歉學不來', '整天黏著你 帶你趴趴走 簡單', '愛的伸展台 溫柔是名牌 時尚到未來要你在', '只為你獨家表演的愛', '能穿皮鞋 也能玩 衝浪板', '就像我對妳的愛 各種面貌 隨妳愛', '我想為妳 站上這 伸展台', '抬頭挺胸走 把真心都秀 出來', '我精心安排 愛要高姿態', '讓你像名模 被寵愛', '只要你明白 愛要有我才 精彩', '我們自己曬恩愛 多贊', '走愛的秀', '走愛的秀', '不用 羞 羞 羞', '愛何必 羞 羞 羞', '走愛的秀', '走愛的秀', '不用 羞 羞 羞', '愛何必 羞 羞 羞']",逛精品店也可以逛潮牌就像我對你的愛多方位萬能發展飛簷走壁很抱歉學不來整天黏著你帶你趴趴走簡單愛的伸展台溫柔是名牌時尚到未來要你在只為你獨家表演的愛能穿皮鞋也能玩衝浪板就像我對妳的愛各種面貌隨妳愛我想為妳站上這伸展台抬頭挺胸走把真心都秀出來我精心安排愛要高姿態讓你像名模被寵愛只要你明白愛要有我才精彩我們自己曬恩愛多贊走愛的秀走愛的秀不用羞羞羞愛何必羞羞羞走愛的秀走愛的秀不用羞羞羞愛何必羞羞羞
