trackName,lyric_line,lyric_full
電話皇后,"['你就放心遲到吧 甚至從人間蒸發', '獨自吃飯或回家 你以為恐嚇到我嗎', '想人陪嗎 以後我會召喚他', '想跳舞嗎 他懂三千種森巴', '想玩球嗎 他會陪我全壘打', '你愛我嗎 他不用想就回答', '跟了你可能有個家 抓著他我一統天下', '說實話 這還用選嗎', '我要嫁', '電話 愛上我吧', '電話 非君不嫁', '電話 要了我吧', '就叫我 皇后殿下', '自從刪掉你號碼 活得反而更瀟灑', '不用等你的電話 我以後直接約會他', '要接吻嗎 發我一個笑哈哈', '要牽手嗎 雙手還會閒著嗎', '要談情嗎 原來真的不如假', '要聽笑話 才會翻你照片吧', '   前任算一下', '   全部都下架', ""'   你訊號太差"", '我要他', '電話 愛上我吧', '電話 非君不嫁', '電話 為我  吧', '明天我要嫁給你啦', '電話 愛上我吧', '電話 非君不嫁', '電話 讓我唱吧', '明天我要嫁給電話']",你就放心遲到吧甚至從人間蒸發獨自吃飯或回家你以為恐嚇到我嗎想人陪嗎以後我會召喚他想跳舞嗎他懂三千種森巴想玩球嗎他會陪我全壘打你愛我嗎他不用想就回答跟了你可能有個家抓著他我一統天下說實話這還用選嗎我要嫁電話愛上我吧電話非君不嫁電話要了我吧就叫我皇后殿下自從刪掉你號碼活得反而更瀟灑不用等你的電話我以後直接約會他要接吻嗎發我一個笑哈哈要牽手嗎雙手還會閒著嗎要談情嗎原來真的不如假要聽笑話才會翻你照片吧前任算一下全部都下架'你訊號太差我要他電話愛上我吧電話非君不嫁電話為我吧明天我要嫁給你啦電話愛上我吧電話非君不嫁電話讓我唱吧明天我要嫁給電話
萬花瞳,"['小時代:刺金時代 主題曲', '後青澀的願景 蛻變前的追尋', '一花一世界 縮放在瞳孔裡', '不規則的足跡 帶我來到這裡', '而你是光 讓愛 被照亮現形', '攜手 前進 真實所有幻影', '旋轉 蒐集 視線裡的光明', '微笑 編輯 與夢對稱的圖形', '我在 最近的未來 見證 萬花盛開', '我們該期待 進化中的 新世界存在', '你是 最遠的燦爛 無懼 所有黑暗', '逆著光斑斕 宛如碎鑽 閃耀著時代', '再定義 下個世代', '     ', '若生命是倒影 宇宙是面稜鏡', '我更要眼神 反映各種華麗', '一時的小確幸 永恆的不確定', '每朵\u200b\u200b花搖曳著 絕版的美麗', '攜手 前進 愛若是易碎品', '碰撞 變形 也要構成風景', '堆砌 結晶 奢華你我的身影']",小時代:刺金時代主題曲後青澀的願景蛻變前的追尋一花一世界縮放在瞳孔裡不規則的足跡帶我來到這裡而你是光讓愛被照亮現形攜手前進真實所有幻影旋轉蒐集視線裡的光明微笑編輯與夢對稱的圖形我在最近的未來見證萬花盛開我們該期待進化中的新世界存在你是最遠的燦爛無懼所有黑暗逆著光斑斕宛如碎鑽閃耀著時代再定義下個世代若生命是倒影宇宙是面稜鏡我更要眼神反映各種華麗一時的小確幸永恆的不確定每朵​​花搖曳著絕版的美麗攜手前進愛若是易碎品碰撞變形也要構成風景堆砌結晶奢華你我的身影
美人計(Myself 演唱會 Live 版),"['   ', '   ', '   ', '       ', '   ', '   ', '   ', '       ', '   ', '       ', '   ', '       ', '是誰的眼神鎖定我', '卻怕咬一口這蘋果', '城市叢林獵愛生物', '別當壁花和壁樹', '美人計點起這愛火', '別站在原地沒動作', '我只洩漏一點線索', '是誰為愛走鋼索', '💬 ', '  ', '  ', '  ', '曖昧只是小前戲', '  ', '  ', '  ', '捕捉愛的小遊戲', ' 你和我在這場戲', '超乎想像', ' 愛就是本能的癮', '沸騰我們的', '   ', '    ', '   ', '    ', '   ', '    ', '    ', '    ', '   ', '    ', '   ', '    ', '   ', '    ', '   ', '   ', '   ', '   ', '   ', '  ', '你和我在這場戲', '超乎想像', ' 愛就讓人上了癮', '騷動我們的', '   ', '  ', ""'    "", '', '   ', '   ', "" '   "", '   ', '   ', '   ', '       ', '   ']",是誰的眼神鎖定我卻怕咬一口這蘋果城市叢林獵愛生物別當壁花和壁樹美人計點起這愛火別站在原地沒動作我只洩漏一點線索是誰為愛走鋼索💬曖昧只是小前戲捕捉愛的小遊戲你和我在這場戲超乎想像愛就是本能的癮沸騰我們的你和我在這場戲超乎想像愛就讓人上了癮騷動我們的''
玩美(Myself 演唱會 Live 版),"['   ', '       ', ' ', ' ', '', '誰是傾城的女神讓男人用愛情崇拜', '現在未來完美是種本能', '我用來揭開無限的精采現在未來', '時尚重生用完美定義女人', '耀眼的靈魂在誰的軀體裡封存', '光彩繽紛驚豔了所有眼神', '懂愛的人才能夠得到一個吻', '釋放我的愛我要你過來', '   ', '誰是傾城的女神 讓男人用愛情崇拜', '現在未來', '完美是種本能', '我用來揭開無限的精采現在未來', '幸運發生太傻的人才等', '此時此分我要你為我狂奔', '幻境成真誰是擁有我的人', '懂愛的人才能夠打開我心門', '釋放我的愛我要你過來', '   ', '誰是傾城的女神讓男人用愛情崇拜', '現在未來', '完美是種本能', '我用來揭開無限的精采現在未來', '愛上以後跟著本能走 不用回頭', '完美溫柔你怎麼說 你怎麼說 怎麼說  怎麼說', '誰是傾城的女神讓男人用愛情崇拜', '現在未來', '完美是種本能', '我用來揭開無限的精采現在未來', '誰是傾城的女神讓男人用愛情崇拜', '現在未來', '完美是種本能', '我用來揭開無限的精采現在未來']",誰是傾城的女神讓男人用愛情崇拜現在未來完美是種本能我用來揭開無限的精采現在未來時尚重生用完美定義女人耀眼的靈魂在誰的軀體裡封存光彩繽紛驚豔了所有眼神懂愛的人才能夠得到一個吻釋放我的愛我要你過來誰是傾城的女神讓男人用愛情崇拜現在未來完美是種本能我用來揭開無限的精采現在未來幸運發生太傻的人才等此時此分我要你為我狂奔幻境成真誰是擁有我的人懂愛的人才能夠打開我心門釋放我的愛我要你過來誰是傾城的女神讓男人用愛情崇拜現在未來完美是種本能我用來揭開無限的精采現在未來愛上以後跟著本能走不用回頭完美溫柔你怎麼說你怎麼說怎麼說怎麼說誰是傾城的女神讓男人用愛情崇拜現在未來完美是種本能我用來揭開無限的精采現在未來誰是傾城的女神讓男人用愛情崇拜現在未來完美是種本能我用來揭開無限的精采現在未來
黑髮尤物(Myself 演唱會 Live 版),"['黑髮的 ', '如此獨一無二', '酷有自我風格', '獨有的麗質本色', '妳眼裡有天生', '迷人的琥珀色', '當妳你覺得熱', '全世界都有點渴', '    ', '    ', '別對愛情生疑心病', '賠了王子又折了兵', '還拎著包 ', '剩女更該進場血拼', '黑髮尤物最愛護小動物', '馭愛有術不搶當大丈夫', '假扮寵物吃老虎', '幸福是囊   中之物', '黑髮的 ', '是溫柔狠角色', '美到魂不守舍', '讓男人三從四德', '妳的心有天生', '優雅旗袍裹著', '當妳戀愛了', '全世界都失戀了', '    ', '    ', '黑髮的 ', '如此獨一無二', '酷有自我風格', '獨有的麗質本色', '妳眼裡有天生', '迷人的琥珀色', '當妳覺得熱', '全世界都有點渴', ' 他喜歡聽你在他耳邊呵氣對他說', ' ', ' 你知道愛要欲擒故縱以柔克剛的', '', ' ', '如此獨一無二', '酷有自我風格', '獨有的麗質本色', '妳眼裡有天生', '迷人的琥珀色', '當妳覺得熱', '全世界都有點渴']",黑髮的如此獨一無二酷有自我風格獨有的麗質本色妳眼裡有天生迷人的琥珀色當妳你覺得熱全世界都有點渴別對愛情生疑心病賠了王子又折了兵還拎著包剩女更該進場血拼黑髮尤物最愛護小動物馭愛有術不搶當大丈夫假扮寵物吃老虎幸福是囊中之物黑髮的是溫柔狠角色美到魂不守舍讓男人三從四德妳的心有天生優雅旗袍裹著當妳戀愛了全世界都失戀了黑髮的如此獨一無二酷有自我風格獨有的麗質本色妳眼裡有天生迷人的琥珀色當妳覺得熱全世界都有點渴他喜歡聽你在他耳邊呵氣對他說你知道愛要欲擒故縱以柔克剛的如此獨一無二酷有自我風格獨有的麗質本色妳眼裡有天生迷人的琥珀色當妳覺得熱全世界都有點渴
花蝴蝶(Myself 演唱會 Live 版),"['環遊了世界全世界', '卻發現美麗沒有旗艦店', '誰穿著釘鞋不肯變', '停止了自轉變成一個繭', '你我都希望特別', '又不敢太過於特別', '流行是一種安全', '搔著悶騷的太陽穴', '你是花花世界裡限量版的花花蝴蝶', '美女們只是比較豁出去比較敢一點', '花蝴蝶的美的豔的炫若沒三審定讞', '那些路人甲們憑什麼發言惹人討厭', '快離開冬眠趕快破繭', '別被無聊困在地球表面', '想靈魂出竅甩平凡嘴臉', '就自創品牌靠自己變臉', '當你不刻意特別', '突然就會變的特別', '只要別越描越黑', '你的眼睛就會放電', '你是花花世界裡限量版的花花蝴蝶', '美女們只是比較豁出去比較敢一點', '花蝴蝶的美的豔的炫若沒三審定讞', '那些路人甲們憑什麼發言惹人討厭', '你可以瞬間飛去東京巴黎米蘭紐約', '別讓別人嘴裡的形容詞左右你視野', '如果有人的魅力足夠為這世紀代言', '那是她敢站出來變成蝴蝶飛舞翩翩', '你是花花世界裡限量版的花花蝴蝶', '美女們只是比較豁出去比較敢一點', '花蝴蝶的美的豔的炫若沒三審定讞', '那些路人甲們憑什麼發言惹人討厭', '準備驚豔', '你可以身穿花花衣當限量的花蝴蝶', '你可以比你想像中再愛現再敢一點', '你可以自己決定美的最後三審定讞', '更可以讓路人甲閉嘴驚豔', '你是花花世界裡限量版的花花蝴蝶', '美女們只是比較豁出去比較敢一點', '花蝴蝶的美的豔的炫若沒三審定讞', '那些路人甲們憑什麼發言惹人討厭', '準備驚豔']",環遊了世界全世界卻發現美麗沒有旗艦店誰穿著釘鞋不肯變停止了自轉變成一個繭你我都希望特別又不敢太過於特別流行是一種安全搔著悶騷的太陽穴你是花花世界裡限量版的花花蝴蝶美女們只是比較豁出去比較敢一點花蝴蝶的美的豔的炫若沒三審定讞那些路人甲們憑什麼發言惹人討厭快離開冬眠趕快破繭別被無聊困在地球表面想靈魂出竅甩平凡嘴臉就自創品牌靠自己變臉當你不刻意特別突然就會變的特別只要別越描越黑你的眼睛就會放電你是花花世界裡限量版的花花蝴蝶美女們只是比較豁出去比較敢一點花蝴蝶的美的豔的炫若沒三審定讞那些路人甲們憑什麼發言惹人討厭你可以瞬間飛去東京巴黎米蘭紐約別讓別人嘴裡的形容詞左右你視野如果有人的魅力足夠為這世紀代言那是她敢站出來變成蝴蝶飛舞翩翩你是花花世界裡限量版的花花蝴蝶美女們只是比較豁出去比較敢一點花蝴蝶的美的豔的炫若沒三審定讞那些路人甲們憑什麼發言惹人討厭準備驚豔你可以身穿花花衣當限量的花蝴蝶你可以比你想像中再愛現再敢一點你可以自己決定美的最後三審定讞更可以讓路人甲閉嘴驚豔你是花花世界裡限量版的花花蝴蝶美女們只是比較豁出去比較敢一點花蝴蝶的美的豔的炫若沒三審定讞那些路人甲們憑什麼發言惹人討厭準備驚豔
大藝術家(Myself 演唱會 Live 版),"['    ', '他眼神湛藍 像從愛琴海邊剛歸來', '上半身像詩人 下半身像流浪漢', '妳愛他神祕 愛他危險 ', '愛他頹廢 愛他的優越', '他心裡的野獸 比畢卡索更狂野', '桃花比村上隆 畫的更氾濫鮮豔', '他愛妳隨和 愛妳方便 ', '敢怒不敢言', '妳自我催眠 他是藝術家', '妳給他色盤 去拼貼背叛', '他不是梵谷 也不是莫內', '他的模特兒 卻都從來不缺少', '面對妳他裝的 乖的 乖的', '背對妳卻亂來 壞的 壞的', '     ', '他只想蒐集 更多 芭比娃娃', '  妳是大藝術家', '妳真心創作的愛無價', '  別再做慈善家', '妳其實沒有那麼愛他', '愛是繆思女神的吻', '誰都應該被寵愛紋身', '     ', '那種美能讓 維納斯誕生', '妳無需忍受他的 人在曹營心在漢', '要學會放下不甘 戒掉母性氾濫', '他要妳讓讓 妳就讓讓 ', '說的愛妳 只是嚷嚷', '他的 博愛 始終沒有極限', '複製 謊言 瓶頸不曾出現', '妳該說再見 就說再見 ', '千萬別留戀', '妳自我催眠 他是藝術家', '妳給他色盤 去拼貼背叛', '他不是梵谷 也不是莫內', '他的模特兒 卻都從來不缺少', '面對妳他裝的 乖的 乖的', '背對妳卻亂來 壞的 壞的', '     ', '他只想蒐集 更多 芭比娃娃', '  妳是大藝術家', '妳真心創作的愛無價', '  別再做慈善家', '妳其實沒有那麼愛他', '愛是繆思女神的吻', '誰都應該被寵愛紋身', '     ', '那種美能讓 維納斯誕生', '美不美麗 不是安迪沃荷能決定', '大藝術家 要有屬於自己的感性', '愛過就要 擁有勇敢放手的淡定', '大藝術家 會讓愛情再文藝復興', '  ', '  妳是大藝術家', '妳真心創作的愛無價', '  別再做慈善家', '妳其實沒有那麼愛他', '愛是繆思女神的吻', '誰都應該被寵愛紋身', '     ', '那種美能讓 維納斯誕生']",他眼神湛藍像從愛琴海邊剛歸來上半身像詩人下半身像流浪漢妳愛他神祕愛他危險愛他頹廢愛他的優越他心裡的野獸比畢卡索更狂野桃花比村上隆畫的更氾濫鮮豔他愛妳隨和愛妳方便敢怒不敢言妳自我催眠他是藝術家妳給他色盤去拼貼背叛他不是梵谷也不是莫內他的模特兒卻都從來不缺少面對妳他裝的乖的乖的背對妳卻亂來壞的壞的他只想蒐集更多芭比娃娃妳是大藝術家妳真心創作的愛無價別再做慈善家妳其實沒有那麼愛他愛是繆思女神的吻誰都應該被寵愛紋身那種美能讓維納斯誕生妳無需忍受他的人在曹營心在漢要學會放下不甘戒掉母性氾濫他要妳讓讓妳就讓讓說的愛妳只是嚷嚷他的博愛始終沒有極限複製謊言瓶頸不曾出現妳該說再見就說再見千萬別留戀妳自我催眠他是藝術家妳給他色盤去拼貼背叛他不是梵谷也不是莫內他的模特兒卻都從來不缺少面對妳他裝的乖的乖的背對妳卻亂來壞的壞的他只想蒐集更多芭比娃娃妳是大藝術家妳真心創作的愛無價別再做慈善家妳其實沒有那麼愛他愛是繆思女神的吻誰都應該被寵愛紋身那種美能讓維納斯誕生美不美麗不是安迪沃荷能決定大藝術家要有屬於自己的感性愛過就要擁有勇敢放手的淡定大藝術家會讓愛情再文藝復興妳是大藝術家妳真心創作的愛無價別再做慈善家妳其實沒有那麼愛他愛是繆思女神的吻誰都應該被寵愛紋身那種美能讓維納斯誕生
馬賽克(Myself 演唱會 Live 版),"['白的是直線的快樂', '黑的是想念的淚痕 他心疼', '黃的是最初的青澀', '紅的是心頭的深刻 捨不得', '一種人一種獨特 他都不捨', '形形色色 粉墨蠢蠢欲動的眼神', '五光十色太迷人', '倒一季的花色 妝一身霓虹', '還是輸給他新粉刷的住客', '自以為是的春色', '一轉身成了模糊不清馬賽克', '眼角是驕傲的金色', '眉稍是神祕的紫色 誘惑人', '指尖是熱情的彩色 ', '紅唇是溫柔的粉色 好香的吻', '一種人一種獨特 他都不捨', '形形色色 又一次蠢蠢欲動的眼神', '努力拼貼各種色', '染一頭的漸層 拼一臉繽紛', '剪貼自己成他偏愛的風格', '鏡子裡的不對稱', '自卑的反射 馬賽克他的胡扯', '清醒的咖啡燙舌', '彩繪的玫瑰褪色', '武裝的色塊掉了', '努力拼貼各種色', '染一頭的漸層 拼一臉繽紛', '剪貼自己成他偏愛的風格', '不對稱的舊房客', '自卑的反射 馬賽克他的胡扯', '只落下透明的淚', '滑過這一片 滑稽的五顏六色']",白的是直線的快樂黑的是想念的淚痕他心疼黃的是最初的青澀紅的是心頭的深刻捨不得一種人一種獨特他都不捨形形色色粉墨蠢蠢欲動的眼神五光十色太迷人倒一季的花色妝一身霓虹還是輸給他新粉刷的住客自以為是的春色一轉身成了模糊不清馬賽克眼角是驕傲的金色眉稍是神祕的紫色誘惑人指尖是熱情的彩色紅唇是溫柔的粉色好香的吻一種人一種獨特他都不捨形形色色又一次蠢蠢欲動的眼神努力拼貼各種色染一頭的漸層拼一臉繽紛剪貼自己成他偏愛的風格鏡子裡的不對稱自卑的反射馬賽克他的胡扯清醒的咖啡燙舌彩繪的玫瑰褪色武裝的色塊掉了努力拼貼各種色染一頭的漸層拼一臉繽紛剪貼自己成他偏愛的風格不對稱的舊房客自卑的反射馬賽克他的胡扯只落下透明的淚滑過這一片滑稽的五顏六色
愛情 36 計(Myself 演唱會 Live 版),"['是誰說的漂亮女生沒大腦', '只懂得愛美和傻笑', '你看你說話的表情多麼的驕傲', '難道不怕我   ', '是誰開始先出招沒什麼大不了', '見招拆招才重要敢愛就不要跑', '愛情三十六計就像一場遊戲', '我要自己掌握遙控器', '愛情三十六計要隨時保持美麗', '才能得分不被判出局', '不必說你和他的關係', '不用故弄玄虛故意裝神秘', '愛是一種奇妙的東西', '會讓人突然不能呼吸', '我需要一個人靜一靜', '究竟什麼該放棄', '愛情三十六計就像一場遊戲', '我要自己掌握遙控器', '愛情三十六計要隨時保持美麗', '才能得分不被判出局', '不必說你和他的關係', '不用故弄玄虛故意裝神秘', '不必說你和他的關係', '不用故弄玄虛故意裝神秘', '也許這是愛情最美的關係', '有點曖昧又有一點點距離', '是誰開始先出招沒什麼大不了', '見招拆招才重要敢愛就不要跑', '愛情三十六計就像一場遊戲', '我要自己掌握遙控器', '愛情三十六計要隨時保持美麗', '才能得分不被判出局', '愛情三十六計就像一場遊戲', '我要自己掌握遙控器', '愛情三十六計要隨時保持美麗', '才能得分不被判出局']",是誰說的漂亮女生沒大腦只懂得愛美和傻笑你看你說話的表情多麼的驕傲難道不怕我是誰開始先出招沒什麼大不了見招拆招才重要敢愛就不要跑愛情三十六計就像一場遊戲我要自己掌握遙控器愛情三十六計要隨時保持美麗才能得分不被判出局不必說你和他的關係不用故弄玄虛故意裝神秘愛是一種奇妙的東西會讓人突然不能呼吸我需要一個人靜一靜究竟什麼該放棄愛情三十六計就像一場遊戲我要自己掌握遙控器愛情三十六計要隨時保持美麗才能得分不被判出局不必說你和他的關係不用故弄玄虛故意裝神秘不必說你和他的關係不用故弄玄虛故意裝神秘也許這是愛情最美的關係有點曖昧又有一點點距離是誰開始先出招沒什麼大不了見招拆招才重要敢愛就不要跑愛情三十六計就像一場遊戲我要自己掌握遙控器愛情三十六計要隨時保持美麗才能得分不被判出局愛情三十六計就像一場遊戲我要自己掌握遙控器愛情三十六計要隨時保持美麗才能得分不被判出局
冷暴力(Myself 演唱會 Live 版),"[' ', '💬還沒有停啊', ' ', '你說我很愛講手機可疑', '我想去朋友家打不行', '你老愛亂發神經常常偷看我簡訊', '考驗我的耐性小心小心', '對付你讓空氣凍成北極', '吃飯時我故意耍自閉沉默不語', '我使出冷暴力換你神經兮兮', '耍心機不理你看看誰先贏', '你說這是合理的懷疑 ', '你說這是愛我的證明 ', '超強佔有慾別自己騙自己', '我要用冷暴力冷凍你', '別讓愛情喘不過氣', '阿斯匹靈給你別自己騙自己', '冷暴力是最後默契 ', '冷卻你的火力 ', '今天穿短裙不行不行', '一直打噴嚏是誰想你', '簡單的問題不需要疑心病', '冷暴力搞定你治好你的病', '你說這是合理的懷疑 ', '你說這是愛我的證明 ', '超強佔有慾別自己騙自己', '我要用冷暴力冷凍你', '你說這是合理的懷疑 ', '你說這是愛我的證明 ', '超強佔有慾別自己騙自己', '我要用冷暴力冷凍你', '別讓愛情喘不過氣  ', '阿斯匹靈給你', '別自己騙自己', '冷暴力是最後默契  ', '冷卻你的火力', '冷暴力搞定你', '別讓愛情喘不過氣  ', '阿斯匹靈給你', '別自己騙自己', '冷暴力是最後默契  ', '冷卻你的火力', '冷暴力搞定你', '你說這是合理的懷疑', '  別自己騙自己', '你說這是愛我的證明', '  冷暴力搞定你', '超強佔有慾 別自己騙自己', '我要用冷暴力冷凍你 ', '別自己騙自己', '你說這是合理的懷疑  ', '你說這是愛我的證明', '  冷暴力搞定你', '超強佔有慾 別自己騙自己', '我要用冷暴力冷凍你 ']",💬還沒有停啊你說我很愛講手機可疑我想去朋友家打不行你老愛亂發神經常常偷看我簡訊考驗我的耐性小心小心對付你讓空氣凍成北極吃飯時我故意耍自閉沉默不語我使出冷暴力換你神經兮兮耍心機不理你看看誰先贏你說這是合理的懷疑你說這是愛我的證明超強佔有慾別自己騙自己我要用冷暴力冷凍你別讓愛情喘不過氣阿斯匹靈給你別自己騙自己冷暴力是最後默契冷卻你的火力今天穿短裙不行不行一直打噴嚏是誰想你簡單的問題不需要疑心病冷暴力搞定你治好你的病你說這是合理的懷疑你說這是愛我的證明超強佔有慾別自己騙自己我要用冷暴力冷凍你你說這是合理的懷疑你說這是愛我的證明超強佔有慾別自己騙自己我要用冷暴力冷凍你別讓愛情喘不過氣阿斯匹靈給你別自己騙自己冷暴力是最後默契冷卻你的火力冷暴力搞定你別讓愛情喘不過氣阿斯匹靈給你別自己騙自己冷暴力是最後默契冷卻你的火力冷暴力搞定你你說這是合理的懷疑別自己騙自己你說這是愛我的證明冷暴力搞定你超強佔有慾別自己騙自己我要用冷暴力冷凍你別自己騙自己你說這是合理的懷疑你說這是愛我的證明冷暴力搞定你超強佔有慾別自己騙自己我要用冷暴力冷凍你
天空 + 詩人漫步(Myself 演唱會 Live 版),"['天空 ', '聽著自己的心跳', '沒有規則地跳躍', '我安靜地在思考', '並不想被誰打擾', '我們曾緊緊擁抱', '卻又輕易地放掉', '那種感覺很微妙', '該怎麼說才好', '時間分割成對角', '停止你對我的好', '瓦解我們的依靠', '💬 換你們', '在你離開之後的天空', '我像風箏尋一個夢', '雨後的天空', '是否有放晴後的面容', '我靜靜的望著天空', '試著尋找失落的感動', '只能用笑容', '期待著雨過天晴的彩虹', '詩人漫步  ', '你是詩人 漫步在風花雪月的早晨', '你不怕冷 外頭的氣溫正溫和', '你微笑著 我的眼眶卻紅了', '你是詩人 細數窗外雪飄落多繽紛', '你很快樂 享受著孤獨的片刻', '你多天真 以為一切是這樣的', '幻想的都會成真 難過的都沒發生', '夢想再大 你還是看不見我', '愛的再深 你還是愛自己多', '你不會懂 傷口真的會痛', '你心裏的宇宙 我不在任何角落', '世界再大 你還是原地不動', '說的再多 你從來也沒聽懂', '你的幽默 像玻璃劃破雙手', '我在你的眼中 只是畫面拼湊', '你是詩人 漫步在風花雪月的早晨', '你不怕冷 外頭的氣溫正溫和', '你微笑著 我的眼眶卻紅了', '你是詩人 細數窗外雪飄落多繽紛', '你很快樂 享受著孤獨的片刻', '你多天真 以為一切是這樣的', '幻想的都會成真 難過的都沒發生', '夢想再大 你還是看不見我', '愛的再深 你還是愛自己多', '你不會懂 傷口真的會痛', '你心裏的宇宙 我不在任何角落', '世界再大 你還是原地不動', '說的再多 你從來也沒聽懂', '你的幽默 像玻璃劃破雙手', '我在你的眼中 只是畫面拼湊', '如果我受困在故事中']",天空聽著自己的心跳沒有規則地跳躍我安靜地在思考並不想被誰打擾我們曾緊緊擁抱卻又輕易地放掉那種感覺很微妙該怎麼說才好時間分割成對角停止你對我的好瓦解我們的依靠💬換你們在你離開之後的天空我像風箏尋一個夢雨後的天空是否有放晴後的面容我靜靜的望著天空試著尋找失落的感動只能用笑容期待著雨過天晴的彩虹詩人漫步你是詩人漫步在風花雪月的早晨你不怕冷外頭的氣溫正溫和你微笑著我的眼眶卻紅了你是詩人細數窗外雪飄落多繽紛你很快樂享受著孤獨的片刻你多天真以為一切是這樣的幻想的都會成真難過的都沒發生夢想再大你還是看不見我愛的再深你還是愛自己多你不會懂傷口真的會痛你心裏的宇宙我不在任何角落世界再大你還是原地不動說的再多你從來也沒聽懂你的幽默像玻璃劃破雙手我在你的眼中只是畫面拼湊你是詩人漫步在風花雪月的早晨你不怕冷外頭的氣溫正溫和你微笑著我的眼眶卻紅了你是詩人細數窗外雪飄落多繽紛你很快樂享受著孤獨的片刻你多天真以為一切是這樣的幻想的都會成真難過的都沒發生夢想再大你還是看不見我愛的再深你還是愛自己多你不會懂傷口真的會痛你心裏的宇宙我不在任何角落世界再大你還是原地不動說的再多你從來也沒聽懂你的幽默像玻璃劃破雙手我在你的眼中只是畫面拼湊如果我受困在故事中
特務 J(Myself 演唱會 Live 版),"['尖叫劃破漫長黑夜', '香水透露你的方位', '香味消失塞納河邊', '深夜流星勾引月圓', '蒙著面我跳過聖母院', '轉身我來到美麗的結界冒險開演', '大寫像一隻蠍', '鮮豔的刺是我的識別', '我愛誰也不愛誰', '我是愛情派來的間諜', '完美特務冰凍全場焦點', '把你定格在愛情盲點', '完美特務戲份拿捏最會', '愛的不知不覺卻永遠無法兌現', '尖叫劃破漫長黑夜', '香水透露你的方位', '香味消失塞納河邊', '深夜流星勾引月圓', '蒙著面我跳過聖母院', '轉身我來到美麗的結界冒險開演', '大寫像一隻蠍', '鮮豔的刺是我的識別', '我愛誰也不愛誰', '我是愛情派來的間諜', '完美特務冰凍全場焦點', '把你定格在愛情盲點', '完美特務戲份拿捏最會', '愛的不知不覺卻永遠無法兌現', '愛情有十誡戒懶戒自卑', '戒悶戒愛現戒膚淺', '愛情有十誡戒宅 戒失戀', '戒煙戒永遠沒主見']",尖叫劃破漫長黑夜香水透露你的方位香味消失塞納河邊深夜流星勾引月圓蒙著面我跳過聖母院轉身我來到美麗的結界冒險開演大寫像一隻蠍鮮豔的刺是我的識別我愛誰也不愛誰我是愛情派來的間諜完美特務冰凍全場焦點把你定格在愛情盲點完美特務戲份拿捏最會愛的不知不覺卻永遠無法兌現尖叫劃破漫長黑夜香水透露你的方位香味消失塞納河邊深夜流星勾引月圓蒙著面我跳過聖母院轉身我來到美麗的結界冒險開演大寫像一隻蠍鮮豔的刺是我的識別我愛誰也不愛誰我是愛情派來的間諜完美特務冰凍全場焦點把你定格在愛情盲點完美特務戲份拿捏最會愛的不知不覺卻永遠無法兌現愛情有十誡戒懶戒自卑戒悶戒愛現戒膚淺愛情有十誡戒宅戒失戀戒煙戒永遠沒主見
Beast(Myself 演唱會 Live 版),"['你感慨 他澎湃', '等你懈怠 任他主宰', '矇騙演練多變埋藏掩飾他的穢', '接著趁機毀滅', '目睹 情緒噴灑的 潑墨', '揭露 纏住畫面的 心魔', '被馴服 心總想說不', '夜的濃霧 像千斤重的服', '潛意識獨鬥掙脫他維護的段數', '意識嘲弄謝幕', '揭露 早已破舊的 詭屋', '荒蕪 是他送來的 禮物', '殘暴的氣息 得醒著逃離', '沿途 即有新的路 交替', '這野獸 你可笑的假 想敵', '潛意識獨鬥掙脫他維護的段數', '意識嘲弄謝幕', '揭露 早已破舊的 詭屋', '荒蕪 是他送來的 禮物']",你感慨他澎湃等你懈怠任他主宰矇騙演練多變埋藏掩飾他的穢接著趁機毀滅目睹情緒噴灑的潑墨揭露纏住畫面的心魔被馴服心總想說不夜的濃霧像千斤重的服潛意識獨鬥掙脫他維護的段數意識嘲弄謝幕揭露早已破舊的詭屋荒蕪是他送來的禮物殘暴的氣息得醒著逃離沿途即有新的路交替這野獸你可笑的假想敵潛意識獨鬥掙脫他維護的段數意識嘲弄謝幕揭露早已破舊的詭屋荒蕪是他送來的禮物
