trackName,lyric_line,lyric_full
大藝術家(Play World Tour Live),"['他眼神湛藍 像從愛琴海邊剛歸來', '上半身像詩人 下半身像流浪漢', '愛他頹廢 愛他的優越', '他心裡的野獸 比畢卡索更狂野', '桃花比村上隆 畫的更氾濫鮮豔', '敢怒不敢言', '妳自我催眠 他是藝術家', '妳給他色盤 去拼貼背叛', '他不是梵谷 也不是莫內', '面對妳他裝的 乖的 乖的', '背對妳卻亂來 壞的 壞的', '他只想蒐集 更多 芭比娃娃', '妳真心創作的愛無價', '妳其實沒有那麼愛他', '愛是繆思女神的吻', '誰都應該被寵愛紋身', '那種美能讓 維納斯誕生', '妳無需忍受他的 人在曹營心在漢', '要學會放下不甘 戒掉母性氾濫', '說的愛妳 只是嚷嚷', '他的 博愛 始終沒有極限', '複製 謊言 瓶頸不曾出現', '千萬別留戀', '妳自我催眠 他是藝術家', '妳給他色盤 去拼貼背叛', '他不是梵谷 也不是莫內', '面對妳他裝的 乖的 乖的', '背對妳卻亂來 壞的 壞的', '他只想蒐集 更多 芭比娃娃', '妳真心創作的愛無價', '妳其實沒有那麼愛他', '愛是繆思女神的吻', '誰都應該被寵愛紋身', '那種美能讓 維納斯誕生', '美不美麗 不是安迪沃荷能決定', '大藝術家 要有屬於自己的感性', '愛過就要 擁有勇敢放手的淡定', '大藝術家 會讓愛情再文藝復興', '妳真心創作的愛無價', '妳其實沒有那麼愛他', '愛是繆思女神的吻', '誰都應該被寵愛紋身', '那種美能讓 維納斯誕生']",他眼神湛藍像從愛琴海邊剛歸來上半身像詩人下半身像流浪漢愛他頹廢愛他的優越他心裡的野獸比畢卡索更狂野桃花比村上隆畫的更氾濫鮮豔敢怒不敢言妳自我催眠他是藝術家妳給他色盤去拼貼背叛他不是梵谷也不是莫內面對妳他裝的乖的乖的背對妳卻亂來壞的壞的他只想蒐集更多芭比娃娃妳真心創作的愛無價妳其實沒有那麼愛他愛是繆思女神的吻誰都應該被寵愛紋身那種美能讓維納斯誕生妳無需忍受他的人在曹營心在漢要學會放下不甘戒掉母性氾濫說的愛妳只是嚷嚷他的博愛始終沒有極限複製謊言瓶頸不曾出現千萬別留戀妳自我催眠他是藝術家妳給他色盤去拼貼背叛他不是梵谷也不是莫內面對妳他裝的乖的乖的背對妳卻亂來壞的壞的他只想蒐集更多芭比娃娃妳真心創作的愛無價妳其實沒有那麼愛他愛是繆思女神的吻誰都應該被寵愛紋身那種美能讓維納斯誕生美不美麗不是安迪沃荷能決定大藝術家要有屬於自己的感性愛過就要擁有勇敢放手的淡定大藝術家會讓愛情再文藝復興妳真心創作的愛無價妳其實沒有那麼愛他愛是繆思女神的吻誰都應該被寵愛紋身那種美能讓維納斯誕生
Mr. Q(Play World Tour Live),"['數一數 每天你撞見我的次數', '賭一睹 你的神情中 有愛慕', '與其 辛苦又要耍酷又要埋伏', '那麼 何不讓愛快一點傾巢而出', '一窩蜂 都裝酷 不醒目', '電流像瀑布', '好像重力加速度', '你又殺 又無辜', '與生俱來的功夫', '加快 腳步', '要加入連署', '說你 願意為了我幸福開始吃素', '放棄 森林好好只照顧一棵樹木', '我的 付出一輩子都 不會辜負', '所有 害怕從此有你 拔刀相助', '我愛你的賭注 不怕輸']",數一數每天你撞見我的次數賭一睹你的神情中有愛慕與其辛苦又要耍酷又要埋伏那麼何不讓愛快一點傾巢而出一窩蜂都裝酷不醒目電流像瀑布好像重力加速度你又殺又無辜與生俱來的功夫加快腳步要加入連署說你願意為了我幸福開始吃素放棄森林好好只照顧一棵樹木我的付出一輩子都不會辜負所有害怕從此有你拔刀相助我愛你的賭注不怕輸
唇語 / 檸檬草的味道(Play World Tour Live),"['多神秘 你玩曖昧遊戲', '萬人迷 因為有揭不完的謎', '死心塌地久了', '沒趣他就忘了珍惜你', '綁架他的心', '就讓他留有遐想餘地', '若即若離 給點不給點的關係', '給他一座島嶼 沒收他一片陸地', '給他一段唇語', '啟動他無窮想像力', '浪漫關係 讓他去追', '那得不到的美麗', '解讀你的唇語', '霧裡探花有多刺激', '越是模稜 越是挑釁', '挑逗好奇 以退為進', '多風趣 你愛聲東擊西', '他努力 因為你給他假想敵', '就算他已無懈可擊', '你也假裝小挑剔', '偶爾像貓咪撒嬌', '他就會束手就擒', '愛他再深 也絕對不輕易揭底', '讓他保持 對你愛不釋手的距離', '他們猜我們後來有沒有再見', '離席了才會曉得懷念', '突然我記起你的臉', '那觸動依然像昨天', '對自己 我終於也誠實了一點', '是不是回憶就是淡淡檸檬草', '心酸裡又有芳香的味道', '曾以為你是全世界', '但那天已經好遙遠', '繞一圈 我才發現我有更遠地平線', '我們都沒錯 只是不適合', '我要的 我現在才懂得', '快樂是我的 不是你給的', '寂寞要自己負責', '畢竟用盡了力氣也未必如願', '總是要過去以後才了解', '突然我記起你的臉', '愛不愛不過一念之間', '繞一圈 今天的我能和昨天面對面', '我們都沒錯 只是不適合', '親愛的 我當時不懂得', '選擇是我的 不是你給的', '明天自己負責', '給昨天的我一個擁抱', '曾經她不知如何是好', '若我們再見我會微笑', '謝謝你 謝謝你', '我嚐過 愛的好', '我要的  我現在才懂得', '選擇是我的 不是你給的', '幸福要自己負責', '錯過的 請你把握']",多神秘你玩曖昧遊戲萬人迷因為有揭不完的謎死心塌地久了沒趣他就忘了珍惜你綁架他的心就讓他留有遐想餘地若即若離給點不給點的關係給他一座島嶼沒收他一片陸地給他一段唇語啟動他無窮想像力浪漫關係讓他去追那得不到的美麗解讀你的唇語霧裡探花有多刺激越是模稜越是挑釁挑逗好奇以退為進多風趣你愛聲東擊西他努力因為你給他假想敵就算他已無懈可擊你也假裝小挑剔偶爾像貓咪撒嬌他就會束手就擒愛他再深也絕對不輕易揭底讓他保持對你愛不釋手的距離他們猜我們後來有沒有再見離席了才會曉得懷念突然我記起你的臉那觸動依然像昨天對自己我終於也誠實了一點是不是回憶就是淡淡檸檬草心酸裡又有芳香的味道曾以為你是全世界但那天已經好遙遠繞一圈我才發現我有更遠地平線我們都沒錯只是不適合我要的我現在才懂得快樂是我的不是你給的寂寞要自己負責畢竟用盡了力氣也未必如願總是要過去以後才了解突然我記起你的臉愛不愛不過一念之間繞一圈今天的我能和昨天面對面我們都沒錯只是不適合親愛的我當時不懂得選擇是我的不是你給的明天自己負責給昨天的我一個擁抱曾經她不知如何是好若我們再見我會微笑謝謝你謝謝你我嚐過愛的好我要的我現在才懂得選擇是我的不是你給的幸福要自己負責錯過的請你把握
什麼什麼,"['電影 捉妖記2 主題曲', '你偷偷施了什麼咒語', '剛剛還在的煩心 突然飛出銀河系', '你神經兮兮 也沒關係', '本來沒什麼問題 哪有那些大意義', '讓我們一口一口一口一口當作開胃', '別怕浪費 快樂正在排隊', '我看 今夜誰捨得入睡', '有你相乘相加 我們百分二百加倍完美', '有你相伴相陪 做錯什麼什麼也無所謂', '別說什麼配不配', '有你相乘相加我們百分二百完美', '蜿蜒的小河追著傳說中的段落', '從初見你的那一刻 我們註定了些什麼', '學你表情 學你動作', '就算攪和攪和 天 眼看塌了', '反正你為我撐著', '讓我們一口一口一口一口當作開胃', '別怕浪費 快樂正在排隊', '我看 今夜誰捨得入睡', '有你相乘相加 我們百分二百加倍完美', '有你相伴相陪 做錯什麼什麼也無所謂', '別說什麼配不配', '有你相乘相加 我們百分二百完美', '什麼 搞什麼 都不管了', '鬼主意從指尖彈起', '就跟著你翻天覆地', '等不及 停一下', '眼花繚亂也沒差', '不想乖乖的回家', '你是我的遊樂場', '有你相乘相加 我們百分二百加倍完美', '有你相伴相陪 做錯什麼什麼也無所謂', '別說什麼配不配', '有你相乘相加 我們百分二百完美', '別說什麼配不配', '有你相乘相加 我們百分二百完美', '別說什麼配不配', '有你相乘相加 我們百分二百完美']",電影捉妖記2主題曲你偷偷施了什麼咒語剛剛還在的煩心突然飛出銀河系你神經兮兮也沒關係本來沒什麼問題哪有那些大意義讓我們一口一口一口一口當作開胃別怕浪費快樂正在排隊我看今夜誰捨得入睡有你相乘相加我們百分二百加倍完美有你相伴相陪做錯什麼什麼也無所謂別說什麼配不配有你相乘相加我們百分二百完美蜿蜒的小河追著傳說中的段落從初見你的那一刻我們註定了些什麼學你表情學你動作就算攪和攪和天眼看塌了反正你為我撐著讓我們一口一口一口一口當作開胃別怕浪費快樂正在排隊我看今夜誰捨得入睡有你相乘相加我們百分二百加倍完美有你相伴相陪做錯什麼什麼也無所謂別說什麼配不配有你相乘相加我們百分二百完美什麼搞什麼都不管了鬼主意從指尖彈起就跟著你翻天覆地等不及停一下眼花繚亂也沒差不想乖乖的回家你是我的遊樂場有你相乘相加我們百分二百加倍完美有你相伴相陪做錯什麼什麼也無所謂別說什麼配不配有你相乘相加我們百分二百完美別說什麼配不配有你相乘相加我們百分二百完美別說什麼配不配有你相乘相加我們百分二百完美
幸褔路上,"['電影 幸福路上 主題曲', '那個當初的我現在 好嗎', '你失落在 哪一次 搬家', '但每次太陽落下 依然往上爬', '新的枝椏 來自 舊的傷疤', '以為幸福 不在這在別處', '總是滿足 別人要的滿足', '一路追逐 原來是我怕和自己獨處', '我又是誰 我卻說不 清楚', '成為了你理想的人了嗎', '那故事後來 有什麼留下', '但每次太陽落下 依然往上爬', '新的枝椏 來自 舊的傷疤', '也許幸福 不過是種自如', '是一段路 不必通往何處', '也許幸福 本來沒有路要一步一步', '是一首歌 是裂縫的 光束', '是一首歌 有淚水的 溫度', '送你一份愛的禮物', '我祝你幸福', '無論你在何時', '或是在何處', '莫忘了我的祝福']",電影幸福路上主題曲那個當初的我現在好嗎你失落在哪一次搬家但每次太陽落下依然往上爬新的枝椏來自舊的傷疤以為幸福不在這在別處總是滿足別人要的滿足一路追逐原來是我怕和自己獨處我又是誰我卻說不清楚成為了你理想的人了嗎那故事後來有什麼留下但每次太陽落下依然往上爬新的枝椏來自舊的傷疤也許幸福不過是種自如是一段路不必通往何處也許幸福本來沒有路要一步一步是一首歌是裂縫的光束是一首歌有淚水的溫度送你一份愛的禮物我祝你幸福無論你在何時或是在何處莫忘了我的祝福
讓愛傳出去,"['2017大愛電視 1+1你加我 主題曲', '愛是看不見的語言', '愛是摸不到的感覺', '愛是我們小小的心願', '希望你平安快樂永遠', '愛是仰著頭的喜悅', '愛是說不出的感謝', '愛是每天多付出一點點', '雙手合十不在乎考驗', '讓愛傳出去', '它像陽光溫暖我和你', '不管有多遙遠', '總有到的那一天', '讓愛傳出去', '那前方漫漫人生路', '有你的祝福', '沒有過不去的苦', '愛是仰著頭的喜悅', '愛是說不出的感謝', '愛是每天多付出一點點', '雙手合十不在乎考驗', '讓愛傳出去', '它像陽光溫暖我和你', '不管有多遙遠', '總有到的那一天', '讓愛傳出去', '那前方漫漫人生路', '有你的祝福', '沒有過不去的苦', '愛傳出去', '它像陽光溫暖我和你', '不管有多遙遠', '總有到的那一天', '讓愛傳出去', '那前方漫漫人生路', '有你的祝福', '沒有過不去的苦', '有你的祝福', '沒有過不去的苦']",2017大愛電視1+1你加我主題曲愛是看不見的語言愛是摸不到的感覺愛是我們小小的心願希望你平安快樂永遠愛是仰著頭的喜悅愛是說不出的感謝愛是每天多付出一點點雙手合十不在乎考驗讓愛傳出去它像陽光溫暖我和你不管有多遙遠總有到的那一天讓愛傳出去那前方漫漫人生路有你的祝福沒有過不去的苦愛是仰著頭的喜悅愛是說不出的感謝愛是每天多付出一點點雙手合十不在乎考驗讓愛傳出去它像陽光溫暖我和你不管有多遙遠總有到的那一天讓愛傳出去那前方漫漫人生路有你的祝福沒有過不去的苦愛傳出去它像陽光溫暖我和你不管有多遙遠總有到的那一天讓愛傳出去那前方漫漫人生路有你的祝福沒有過不去的苦有你的祝福沒有過不去的苦
戀我癖,"['怎麼回事 荷爾蒙驅使', '離開格子 告別虛擬城池', '誰的身體 都有些故事', '得到鑰匙 就大方點 大膽點試', '照 鏡子就應該笑', '旁若無人也好', '我跟自己', '最要好', '要 跨出去才王道', '感覺必須良好', '誰分別誰', '不重要', '好自為之 不想被指使', '問潛意識 你另一個樣子', '各位觀眾 都無權限制', '我自戀我 魔鬼天使 哪種模式', '照 鏡子就應該笑', '旁若無人也好', '我跟自己', '最要好', '要 跨出去才王道', '感覺必須良好', '誰分別誰', '不重要', '會疼會癢會大笑', '何必掩飾', '沒什麼不該固執', '自我中心又怎樣', '你我他不同視角', '兌現真實', '樂意宣誓', '我就是 最美好 的構造']",怎麼回事荷爾蒙驅使離開格子告別虛擬城池誰的身體都有些故事得到鑰匙就大方點大膽點試照鏡子就應該笑旁若無人也好我跟自己最要好要跨出去才王道感覺必須良好誰分別誰不重要好自為之不想被指使問潛意識你另一個樣子各位觀眾都無權限制我自戀我魔鬼天使哪種模式照鏡子就應該笑旁若無人也好我跟自己最要好要跨出去才王道感覺必須良好誰分別誰不重要會疼會癢會大笑何必掩飾沒什麼不該固執自我中心又怎樣你我他不同視角兌現真實樂意宣誓我就是最美好的構造
第二性,"['純粹 絕對 無所不在', '任何事的基礎', '如果因為你是綻放 我就是瞬間', '寫給0 寫給無限', '我是1 美麗孤單的個體', '你是0 也是無限', '淋漓盡致 超越無聊的完美', '不需要完美 不需要防備 活得純粹', '寫給0 也寫給無限', '我是1 不是孤單的個體', '寫給模仿 也寫給遺失', '我是真實 最遙遠的盡頭', '不需要完美 不需要防備 歡迎追隨', '寫給0 也寫給無限', '我是1 美麗孤單的個體', '寫給模仿 也寫給遺失', '我是真實 最遙遠的盡頭', '不需要完美', '如果你不是你 你想成為誰', '寫給0 也寫給無限', '我是1 美麗孤單的個體', '你是0 也是無限', '淋漓盡致 超越無聊的完美', '不需要完美 不需要防備 活得純粹', '不需要完美 不需要防備', '如果你不是你 你想成為誰', '不需要完美 不需要防備', '如果你不是你 那會是誰 你會是誰']",純粹絕對無所不在任何事的基礎如果因為你是綻放我就是瞬間寫給0寫給無限我是1美麗孤單的個體你是0也是無限淋漓盡致超越無聊的完美不需要完美不需要防備活得純粹寫給0也寫給無限我是1不是孤單的個體寫給模仿也寫給遺失我是真實最遙遠的盡頭不需要完美不需要防備歡迎追隨寫給0也寫給無限我是1美麗孤單的個體寫給模仿也寫給遺失我是真實最遙遠的盡頭不需要完美如果你不是你你想成為誰寫給0也寫給無限我是1美麗孤單的個體你是0也是無限淋漓盡致超越無聊的完美不需要完美不需要防備活得純粹不需要完美不需要防備如果你不是你你想成為誰不需要完美不需要防備如果你不是你那會是誰你會是誰
PLAY我呸,"['半夜一點的 無邪浪蕩睡衣姐妹', '清晨五點的 萬人登山體操大會', '六零年代 歐洲前衛地下導演討論會', '九零年代 偶像復出簽名握手擁抱會', '零下五十度北極探險 為期十幾天', '撒哈拉酷熱 絕對崩潰 生存考驗', '芳香精油 深度放鬆 無意識催眠', '文藝裝逼 亂世盛裝派對', '女神豐乳肥臀 九頭身材', '男神彎弓射鵰 六塊肌排', '比錢更重要的是 人魚線', '管你小眾 大眾 我呸', '管你是小清新 是重口味 我呸', '管你是哪一類甲蟲 我呸', '什麼都喜歡 什麼都會', '什麼都 什麼都喜歡 什麼都會', '什麼都 什麼都喜歡 什麼都會', '什麼都 什麼都喜歡 什麼都會', '星期三下午 與文青男友有個約會', '全套文藝少女裝備 讓他非常陶醉', '星期五 二十四小時洗衣店 讀海明威', '網路上五十個分身匿名 一點都不累', '文藝裝逼 亂世盛裝派對', '女神豐乳肥臀 九頭身材', '男神彎弓射鵰 六塊肌排', '比錢更重要的是 馬甲線', '管你小眾 大眾 我呸', '管你是小清新 是重口味 我呸', '管你是哪一類甲蟲 我呸', '什麼都喜歡 什麼都會', '什麼都 什麼都喜歡 什麼都會', '什麼都 什麼都喜歡 什麼都會', '管你後衛 前衛 我呸', '管你是哪一種馬鈴薯 我呸', '什麼都喜歡 什麼都會', '什麼都 什麼都喜歡 什麼都會', '什麼都 什麼都喜歡 什麼都會']",半夜一點的無邪浪蕩睡衣姐妹清晨五點的萬人登山體操大會六零年代歐洲前衛地下導演討論會九零年代偶像復出簽名握手擁抱會零下五十度北極探險為期十幾天撒哈拉酷熱絕對崩潰生存考驗芳香精油深度放鬆無意識催眠文藝裝逼亂世盛裝派對女神豐乳肥臀九頭身材男神彎弓射鵰六塊肌排比錢更重要的是人魚線管你小眾大眾我呸管你是小清新是重口味我呸管你是哪一類甲蟲我呸什麼都喜歡什麼都會什麼都什麼都喜歡什麼都會什麼都什麼都喜歡什麼都會什麼都什麼都喜歡什麼都會星期三下午與文青男友有個約會全套文藝少女裝備讓他非常陶醉星期五二十四小時洗衣店讀海明威網路上五十個分身匿名一點都不累文藝裝逼亂世盛裝派對女神豐乳肥臀九頭身材男神彎弓射鵰六塊肌排比錢更重要的是馬甲線管你小眾大眾我呸管你是小清新是重口味我呸管你是哪一類甲蟲我呸什麼都喜歡什麼都會什麼都什麼都喜歡什麼都會什麼都什麼都喜歡什麼都會管你後衛前衛我呸管你是哪一種馬鈴薯我呸什麼都喜歡什麼都會什麼都什麼都喜歡什麼都會什麼都什麼都喜歡什麼都會
美杜莎,"['你愛她 全世界在盛夏飄著雪', '心裡爬著蠍 暮光泣著血', '我望著你背影 狂飲鴆迷戀', '從神話中醒來 遺失桂冠和愛', '任時光荏苒 等忘川風乾', '我的美 被禁錮荊棘般的嫉妒 蛇舞在髮際', '愛自有倨傲的王者 沉迷的愚者', '輸贏的規則 我能怎樣呢 我能怎樣呢', '呃呃呃', '誰都不能 看我眼睛的顏色', '我奢望愛 就像吞象的蛇', '這致命的愛火 已石化了我', '這致命的愛火 已石化了我', '唉唉唉 奧林匹斯山的神祇', '唉唉唉 不懂凡人愛的悲戚', '我是你藏在心裡那朵薔薇', '美得再傾城 也得不到祝福', '美杜莎為愛 願被心碎禁錮', '用嘆息當音符 彈奏著孤獨', '愛只有最後的勝者能被幸福認可有愛的資格 我能怎樣呢 我能怎樣呢', '呃呃呃', '誰都不能 看我眼睛的顏色', '我奢望愛 就像吞象的蛇', '這致命的愛火 已石化了我', '這致命的愛火 已石化了我', '閉上雙眼 我就看不見', '那被寂寞石化 永夜了的世界', '誰能拯救我 請你解放我受的詛咒', '凝視著我 否則就還給我自由', '愛你 全世界在盛夏飄著雪', '心裡爬著蠍 暮光泣著血', '誰都不能 看我眼睛的顏色', '我奢望愛 就像吞象的蛇', '這致命的愛火 已石化了我', '這致命的愛火 已石化了我', '請你愛我 愛我 愛我', '美杜莎說 愛我 愛我']",你愛她全世界在盛夏飄著雪心裡爬著蠍暮光泣著血我望著你背影狂飲鴆迷戀從神話中醒來遺失桂冠和愛任時光荏苒等忘川風乾我的美被禁錮荊棘般的嫉妒蛇舞在髮際愛自有倨傲的王者沉迷的愚者輸贏的規則我能怎樣呢我能怎樣呢呃呃呃誰都不能看我眼睛的顏色我奢望愛就像吞象的蛇這致命的愛火已石化了我這致命的愛火已石化了我唉唉唉奧林匹斯山的神祇唉唉唉不懂凡人愛的悲戚我是你藏在心裡那朵薔薇美得再傾城也得不到祝福美杜莎為愛願被心碎禁錮用嘆息當音符彈奏著孤獨愛只有最後的勝者能被幸福認可有愛的資格我能怎樣呢我能怎樣呢呃呃呃誰都不能看我眼睛的顏色我奢望愛就像吞象的蛇這致命的愛火已石化了我這致命的愛火已石化了我閉上雙眼我就看不見那被寂寞石化永夜了的世界誰能拯救我請你解放我受的詛咒凝視著我否則就還給我自由愛你全世界在盛夏飄著雪心裡爬著蠍暮光泣著血誰都不能看我眼睛的顏色我奢望愛就像吞象的蛇這致命的愛火已石化了我這致命的愛火已石化了我請你愛我愛我愛我美杜莎說愛我愛我
唇語,"['多神秘 你玩曖昧遊戲', '萬人迷 因為有揭不完的謎', '死心塌地久了 沒趣他就忘了珍惜你', '綁架他的心 就讓他留有遐想餘地', '若即若離 給點不給點的關係', '給他一座島嶼 沒收他一片陸地', '給他一段唇語 啟動他無窮想像力', '浪漫關係 讓他去追 那得不到的美麗', '解讀你的唇語 霧裡探花有多刺激', '越是模稜 越是挑釁', '挑逗好奇 以退為進', '多風趣 你愛聲東擊西', '他努力 因為你給他假想敵', '就算他已無懈可擊 你也假裝小挑剔', '偶爾像貓咪撒嬌 他就會束手就擒', '愛他再深 也絕對不輕易揭底', '讓他保持 對你愛不釋手的距離']",多神秘你玩曖昧遊戲萬人迷因為有揭不完的謎死心塌地久了沒趣他就忘了珍惜你綁架他的心就讓他留有遐想餘地若即若離給點不給點的關係給他一座島嶼沒收他一片陸地給他一段唇語啟動他無窮想像力浪漫關係讓他去追那得不到的美麗解讀你的唇語霧裡探花有多刺激越是模稜越是挑釁挑逗好奇以退為進多風趣你愛聲東擊西他努力因為你給他假想敵就算他已無懈可擊你也假裝小挑剔偶爾像貓咪撒嬌他就會束手就擒愛他再深也絕對不輕易揭底讓他保持對你愛不釋手的距離
I'm Not Yours(& 安室奈美惠),"['你以為這是愛情起死回生的藥', '你耍的絕招 其實很搞笑', '聽過了九百次的梗 已變成騷擾', '颳風打雷沒有誰', '如果愛誰 命就給誰', '看起來 很淒美', '想起來 太謙卑']",你以為這是愛情起死回生的藥你耍的絕招其實很搞笑聽過了九百次的梗已變成騷擾颳風打雷沒有誰如果愛誰命就給誰看起來很淒美想起來太謙卑
電話皇后,"['你就放心遲到吧 甚至從人間蒸發', '獨自吃飯或回家 你以為恐嚇到我嗎', '想人陪嗎 以後我會召喚他', '想跳舞嗎 他懂三千種森巴', '想玩球嗎 他會陪我全壘打', '你愛我嗎 他不用想就回答', '跟了你可能有個家 抓著他我一統天下', '說實話 這還用選嗎', '我要嫁', '電話 愛上我吧', '電話 非君不嫁', '電話 要了我吧', '就叫我 皇后殿下', '自從刪掉你號碼 活得反而更瀟灑', '不用等你的電話 我以後直接約會他', '要接吻嗎 發我一個笑哈哈', '要牽手嗎 雙手還會閒著嗎', '要談情嗎 原來真的不如假', '要聽笑話 才會翻你照片吧', '1 2 3 前任算一下', '我要他', '電話 愛上我吧', '電話 非君不嫁', '明天我要嫁給你啦', '電話 愛上我吧', '電話 非君不嫁', '電話 讓我唱吧', '明天我要嫁給電話']",你就放心遲到吧甚至從人間蒸發獨自吃飯或回家你以為恐嚇到我嗎想人陪嗎以後我會召喚他想跳舞嗎他懂三千種森巴想玩球嗎他會陪我全壘打你愛我嗎他不用想就回答跟了你可能有個家抓著他我一統天下說實話這還用選嗎我要嫁電話愛上我吧電話非君不嫁電話要了我吧就叫我皇后殿下自從刪掉你號碼活得反而更瀟灑不用等你的電話我以後直接約會他要接吻嗎發我一個笑哈哈要牽手嗎雙手還會閒著嗎要談情嗎原來真的不如假要聽笑話才會翻你照片吧123前任算一下我要他電話愛上我吧電話非君不嫁明天我要嫁給你啦電話愛上我吧電話非君不嫁電話讓我唱吧明天我要嫁給電話
萬花瞳,"['小時代3:刺金時代 主題曲', '後青澀的願景 蛻變前的追尋', '一花一世界 縮放在瞳孔裡', '不規則的足跡 帶我來到這裡', '而你是光 讓愛 被照亮現形', '攜手 前進 真實所有幻影', '旋轉 蒐集 視線裡的光明', '微笑 編輯 與夢對稱的圖~形', '我在 最近的未來 見證 萬花盛開', '我們該期待 進化中的 新世界存在', '你是 最遠的燦爛 無懼 所有黑暗', '逆著光斑斕 宛如碎鑽 閃耀著時代', '再定義 下個世代', '若生命是倒影 宇宙是面稜鏡', '我更要眼神 反映各種華麗', '一時的小確幸 永恆的不確定', '每朵\u200b\u200b花搖曳著 絕版的美麗', '攜手 前進 愛若是易碎品', '碰撞 變形 也要構成風景', '堆砌 結晶 奢華你我的身影']",小時代3:刺金時代主題曲後青澀的願景蛻變前的追尋一花一世界縮放在瞳孔裡不規則的足跡帶我來到這裡而你是光讓愛被照亮現形攜手前進真實所有幻影旋轉蒐集視線裡的光明微笑編輯與夢對稱的圖~形我在最近的未來見證萬花盛開我們該期待進化中的新世界存在你是最遠的燦爛無懼所有黑暗逆著光斑斕宛如碎鑽閃耀著時代再定義下個世代若生命是倒影宇宙是面稜鏡我更要眼神反映各種華麗一時的小確幸永恆的不確定每朵​​花搖曳著絕版的美麗攜手前進愛若是易碎品碰撞變形也要構成風景堆砌結晶奢華你我的身影
美人計(Myself 演唱會 Live 版),"['是誰的眼神鎖定我', '卻怕咬一口這蘋果', '城市叢林獵愛生物', '別當壁花和壁樹', '美人計點起這愛火', '別站在原地沒動作', '我只洩漏一點線索', '是誰為愛走鋼索', '曖昧只是小前戲', '捕捉愛的小遊戲']",是誰的眼神鎖定我卻怕咬一口這蘋果城市叢林獵愛生物別當壁花和壁樹美人計點起這愛火別站在原地沒動作我只洩漏一點線索是誰為愛走鋼索曖昧只是小前戲捕捉愛的小遊戲
玩美(Myself 演唱會 Live 版),"['誰是傾城的女神 讓男人用愛情崇拜', '現在 未來 完美 是種本能', '我用來揭開無限的精采 現在 未來', '時尚重生 用完美定義女人', '耀眼的靈魂 在誰的軀體裡封存', '光彩繽紛 驚豔了所有眼神', '懂愛的人 才能夠得到一個吻', '釋放我的愛 我要你過來', '誰是傾城的女神 讓男人用愛情崇拜', '現在 未來', '完美 是種本能', '我用來揭開無限的精采 現在 未來', '幸運發生 太傻的人才等', '此時此分 我要你為我狂奔', '幻境成真 誰是擁有我的人', '懂愛的人 才能夠打開我心門', '釋放我的愛 我要你過來', '誰是傾城的女神 讓男人用愛情崇拜', '現在 未來', '完美 是種本能', '我用來揭開無限的精采 現在 未來', '愛上以後 跟著本能走 (不用回頭)', '誰是傾城的女神 讓男人用愛情崇拜', '現在 未來', '完美 是種本能', '我用來揭開無限的精采 現在 未來', '誰是傾城的女神 讓男人用愛情崇拜', '現在 未來', '完美 是種本能', '我用來揭開無限的精采 現在 未來']",誰是傾城的女神讓男人用愛情崇拜現在未來完美是種本能我用來揭開無限的精采現在未來時尚重生用完美定義女人耀眼的靈魂在誰的軀體裡封存光彩繽紛驚豔了所有眼神懂愛的人才能夠得到一個吻釋放我的愛我要你過來誰是傾城的女神讓男人用愛情崇拜現在未來完美是種本能我用來揭開無限的精采現在未來幸運發生太傻的人才等此時此分我要你為我狂奔幻境成真誰是擁有我的人懂愛的人才能夠打開我心門釋放我的愛我要你過來誰是傾城的女神讓男人用愛情崇拜現在未來完美是種本能我用來揭開無限的精采現在未來愛上以後跟著本能走(不用回頭)誰是傾城的女神讓男人用愛情崇拜現在未來完美是種本能我用來揭開無限的精采現在未來誰是傾城的女神讓男人用愛情崇拜現在未來完美是種本能我用來揭開無限的精采現在未來
黑髮尤物(Myself 演唱會 Live 版),"['如此獨一無二', '酷有自我風格', '獨有的麗質本色', '妳眼裡有天生', '迷人的琥珀色', '當妳你覺得熱', '全世界都有點渴', '別對愛情 生疑心病', '賠了王子 又折了兵', '剩女更該 進場血拼', '黑髮尤物 最愛護小動物', '馭愛有術 不搶當大丈夫', '假扮寵物 吃老虎', '幸福是囊   中之物', '是溫柔狠角色', '美到魂不守舍', '讓男人三從四德', '妳的心有天生', '優雅旗袍裹著', '當妳戀愛了', '全世界都失戀了', '如此獨一無二', '酷有自我風格', '獨有的麗質本色', '妳眼裡有天生', '迷人的琥珀色', '當妳覺得熱', '全世界都有點渴', '如此獨一無二', '酷有自我風格', '獨有的麗質本色', '妳眼裡有天生', '迷人的琥珀色', '當妳覺得熱', '全世界都有點渴']",如此獨一無二酷有自我風格獨有的麗質本色妳眼裡有天生迷人的琥珀色當妳你覺得熱全世界都有點渴別對愛情生疑心病賠了王子又折了兵剩女更該進場血拼黑髮尤物最愛護小動物馭愛有術不搶當大丈夫假扮寵物吃老虎幸福是囊中之物是溫柔狠角色美到魂不守舍讓男人三從四德妳的心有天生優雅旗袍裹著當妳戀愛了全世界都失戀了如此獨一無二酷有自我風格獨有的麗質本色妳眼裡有天生迷人的琥珀色當妳覺得熱全世界都有點渴如此獨一無二酷有自我風格獨有的麗質本色妳眼裡有天生迷人的琥珀色當妳覺得熱全世界都有點渴
